attribute_id,listing_id,bedrooms,bathrooms,floor_number,total_floors,year_built,is_rented,tenant_count,furnishing_status,metro_distance_km,parking_available,power_backup
20248,L20248,1,2,22,36,2014,0,0,Semi-Furnished,5.12,0,0
20249,L20249,4,1,6,10,2002,0,0,Furnished,11.17,0,0
20250,L20250,4,2,19,35,2014,0,3,Furnished,8.19,0,0
20251,L20251,2,3,18,35,1998,0,0,Furnished,8.17,0,0
20252,L20252,5,1,28,37,2018,0,0,Furnished,9.9,0,0
20253,L20253,4,2,7,20,2003,0,0,Unfurnished,12.62,0,0
20254,L20254,5,3,12,13,2023,0,0,Furnished,4.07,0,0
20255,L20255,3,3,1,11,2014,0,4,Unfurnished,14.9,0,0
20256,L20256,1,3,4,19,2017,0,0,Semi-Furnished,5.57,0,0
20257,L20257,1,2,11,28,2019,0,0,Furnished,8.53,0,0
20258,L20258,3,3,9,38,1991,0,0,Furnished,12.64,0,0
20259,L20259,2,4,2,4,2010,0,0,Furnished,7.12,0,0
20260,L20260,3,3,36,37,2023,0,0,Semi-Furnished,2.5700000000000003,0,0
20261,L20261,3,4,16,19,2008,0,4,Semi-Furnished,15.0,0,0
20262,L20262,2,3,31,37,2020,0,0,Unfurnished,12.41,0,0
20263,L20263,2,3,6,14,2015,0,4,Unfurnished,2.1,0,0
20264,L20264,4,3,3,31,2001,0,0,Furnished,9.58,0,0
20265,L20265,5,2,25,28,2019,0,0,Semi-Furnished,4.54,0,0
20266,L20266,1,1,11,36,2015,0,1,Furnished,8.73,0,0
20267,L20267,2,2,17,38,2020,0,4,Unfurnished,2.1,0,0
20268,L20268,2,2,7,19,2004,0,0,Furnished,11.33,0,0
20269,L20269,4,2,0,1,1999,0,1,Furnished,11.26,0,0
20270,L20270,4,1,19,23,2015,0,0,Unfurnished,3.34,0,0
20271,L20271,5,1,16,28,1998,0,0,Unfurnished,5.87,0,0
20272,L20272,2,3,3,4,2006,0,3,Furnished,7.76,0,0
20273,L20273,2,1,12,18,1995,0,0,Furnished,10.22,0,0
20274,L20274,4,2,22,39,2011,0,2,Semi-Furnished,5.36,0,0
20275,L20275,3,4,2,25,2005,0,3,Semi-Furnished,0.77,0,0
20276,L20276,5,3,2,18,2011,0,3,Furnished,4.18,0,0
20277,L20277,2,4,1,6,1993,0,4,Semi-Furnished,8.08,0,0
20278,L20278,1,4,6,19,1993,0,4,Semi-Furnished,6.1,0,0
20279,L20279,1,4,5,12,1998,0,3,Unfurnished,14.76,0,0
20280,L20280,4,1,22,25,2003,0,3,Unfurnished,5.68,0,0
20281,L20281,1,2,31,35,2015,0,4,Furnished,12.45,0,0
20282,L20282,4,3,0,1,1992,0,0,Unfurnished,0.38,0,0
20283,L20283,3,3,1,5,2021,0,3,Unfurnished,6.79,0,0
20284,L20284,4,3,0,1,2000,0,0,Unfurnished,6.54,0,0
20285,L20285,2,4,6,8,1992,0,1,Furnished,13.7,0,0
20286,L20286,1,2,1,39,2002,0,2,Unfurnished,4.19,0,0
20287,L20287,2,3,6,18,2002,0,0,Unfurnished,6.88,0,0
20288,L20288,1,2,7,9,2013,0,0,Unfurnished,9.84,0,0
20289,L20289,1,1,1,5,2009,0,4,Semi-Furnished,11.02,0,0
20290,L20290,4,3,3,4,1999,0,2,Unfurnished,14.63,0,0
20291,L20291,5,1,15,29,2012,0,0,Semi-Furnished,14.73,0,0
20292,L20292,1,3,0,1,2022,0,0,Unfurnished,8.4,0,0
20293,L20293,1,4,20,30,2003,0,1,Furnished,10.25,0,0
20294,L20294,5,3,0,1,2005,0,3,Semi-Furnished,1.55,0,0
20295,L20295,2,3,2,3,2019,0,3,Furnished,12.88,0,0
20296,L20296,1,2,10,22,2008,0,0,Furnished,5.2,0,0
20297,L20297,4,4,7,8,2022,0,0,Semi-Furnished,8.41,0,0
20298,L20298,5,4,3,18,1991,0,4,Unfurnished,13.49,0,0
20299,L20299,5,1,17,25,1997,0,1,Furnished,2.06,0,0
20300,L20300,1,3,12,20,2009,0,0,Furnished,12.88,0,0
20301,L20301,2,3,16,31,1992,0,0,Furnished,2.45,0,0
20302,L20302,2,2,11,30,2010,0,2,Furnished,4.73,0,0
20303,L20303,3,3,1,16,1990,0,0,Furnished,10.01,0,0
20304,L20304,3,2,1,2,2010,0,0,Semi-Furnished,11.06,0,0
20305,L20305,4,4,6,17,1997,0,1,Semi-Furnished,11.27,0,0
20306,L20306,1,3,9,10,1991,0,4,Furnished,13.71,0,0
20307,L20307,2,1,4,7,2012,0,3,Semi-Furnished,4.43,0,0
20308,L20308,3,2,0,9,2000,0,0,Semi-Furnished,11.56,0,0
20309,L20309,1,4,6,17,2005,0,0,Unfurnished,14.89,0,0
20310,L20310,1,2,4,9,1998,0,4,Unfurnished,1.2,0,0
20311,L20311,2,3,2,9,2021,0,0,Unfurnished,3.08,0,0
20312,L20312,1,4,1,37,2012,0,3,Semi-Furnished,13.72,0,0
20313,L20313,5,4,6,24,2019,0,3,Semi-Furnished,3.96,0,0
20314,L20314,3,1,8,39,1999,0,3,Semi-Furnished,14.2,0,0
20315,L20315,4,4,8,11,2020,0,4,Semi-Furnished,7.91,0,0
20316,L20316,3,3,6,8,2015,0,0,Semi-Furnished,8.15,0,0
20317,L20317,1,2,13,25,2019,0,0,Semi-Furnished,1.6600000000000001,0,0
20318,L20318,5,4,1,2,1991,0,0,Semi-Furnished,2.88,0,0
20319,L20319,3,3,9,10,2018,0,4,Semi-Furnished,13.12,0,0
20320,L20320,2,1,15,24,2021,0,1,Unfurnished,10.86,0,0
20321,L20321,5,2,7,16,2010,0,3,Furnished,2.01,0,0
20322,L20322,3,1,17,19,2016,0,0,Unfurnished,2.19,0,0
20323,L20323,1,1,0,31,2013,0,0,Furnished,13.73,0,0
20324,L20324,2,4,7,11,2023,0,0,Semi-Furnished,11.78,0,0
20325,L20325,1,2,1,6,2012,0,0,Semi-Furnished,1.88,0,0
20326,L20326,1,4,3,6,2003,0,1,Semi-Furnished,8.57,0,0
20327,L20327,2,1,31,32,1994,0,3,Furnished,14.75,0,0
20328,L20328,5,3,27,39,1998,0,2,Semi-Furnished,7.97,0,0
20329,L20329,3,2,3,13,1997,0,0,Unfurnished,1.5,0,0
20330,L20330,5,1,1,3,1996,0,2,Furnished,7.23,0,0
20331,L20331,2,4,3,35,2019,0,0,Furnished,4.48,0,0
20332,L20332,3,1,5,38,2001,0,4,Unfurnished,7.8,0,0
20333,L20333,2,4,3,17,2009,0,1,Unfurnished,11.17,0,0
20334,L20334,4,3,1,3,2018,0,0,Unfurnished,7.51,0,0
20335,L20335,4,3,4,34,2001,0,0,Unfurnished,2.09,0,0
20336,L20336,5,4,10,12,2009,0,2,Furnished,11.46,0,0
20337,L20337,2,3,12,24,2011,0,1,Unfurnished,3.76,0,0
20338,L20338,3,3,2,6,2012,0,0,Unfurnished,0.31,0,0
20339,L20339,5,4,2,11,2015,0,2,Furnished,2.3,0,0
20340,L20340,4,4,19,27,2017,0,2,Unfurnished,9.79,0,0
20341,L20341,4,4,10,24,1998,0,0,Unfurnished,14.15,0,0
20342,L20342,4,1,10,18,1994,0,4,Unfurnished,11.42,0,0
20343,L20343,5,1,20,27,1991,0,4,Unfurnished,4.91,0,0
20344,L20344,3,1,1,21,2017,0,4,Furnished,6.29,0,0
20345,L20345,4,4,7,34,2002,0,0,Semi-Furnished,8.67,0,0
20346,L20346,5,2,19,33,2004,0,2,Semi-Furnished,1.11,0,0
20347,L20347,5,4,14,18,2003,0,1,Semi-Furnished,13.97,0,0
20348,L20348,1,1,0,3,2003,0,0,Semi-Furnished,5.42,0,0
20349,L20349,1,2,22,24,1992,0,0,Semi-Furnished,6.44,0,0
20350,L20350,3,1,0,1,1999,0,1,Furnished,0.98,0,0
20351,L20351,4,3,0,6,1995,0,3,Furnished,2.38,0,0
20352,L20352,1,1,13,19,2009,0,0,Furnished,4.35,0,0
20353,L20353,3,2,13,22,2009,0,1,Unfurnished,3.8,0,0
20354,L20354,1,3,0,8,1992,0,0,Unfurnished,4.65,0,0
20355,L20355,4,1,2,5,1993,0,3,Semi-Furnished,4.8,0,0
20356,L20356,5,4,0,9,2000,0,0,Furnished,10.97,0,0
20357,L20357,4,2,2,21,2020,0,0,Semi-Furnished,1.03,0,0
20358,L20358,1,4,21,28,2018,0,4,Unfurnished,6.3,0,0
20359,L20359,4,4,3,4,2009,0,3,Furnished,1.99,0,0
20360,L20360,5,1,14,24,2013,0,0,Unfurnished,11.86,0,0
20361,L20361,2,3,4,8,2012,0,0,Unfurnished,14.88,0,0
20362,L20362,5,2,4,17,2011,0,0,Unfurnished,9.27,0,0
20363,L20363,1,3,3,34,2011,0,1,Semi-Furnished,9.5,0,0
20364,L20364,5,2,13,20,2009,0,0,Furnished,0.24,0,0
20365,L20365,3,3,3,16,1996,0,4,Unfurnished,7.41,0,0
20366,L20366,4,2,6,10,2013,0,0,Unfurnished,8.19,0,0
20367,L20367,2,2,21,34,2014,0,1,Semi-Furnished,14.4,0,0
20368,L20368,2,1,7,10,2003,0,3,Furnished,1.04,0,0
20369,L20369,4,3,14,30,2018,0,0,Unfurnished,1.74,0,0
20370,L20370,4,1,10,30,1992,0,4,Semi-Furnished,5.74,0,0
20371,L20371,3,3,13,25,2018,0,0,Semi-Furnished,6.41,0,0
20372,L20372,5,4,5,7,2005,0,0,Furnished,8.59,0,0
20373,L20373,2,3,9,20,2010,0,0,Unfurnished,14.28,0,0
20374,L20374,1,1,6,17,2011,0,0,Unfurnished,9.18,0,0
20375,L20375,4,2,1,3,2010,0,0,Unfurnished,12.61,0,0
20376,L20376,4,3,25,36,2011,0,0,Semi-Furnished,8.76,0,0
20377,L20377,2,2,4,26,1998,0,0,Furnished,7.2,0,0
20378,L20378,4,3,5,10,2012,0,0,Unfurnished,13.47,0,0
20379,L20379,2,1,32,34,1998,0,3,Furnished,0.49,0,0
20380,L20380,1,4,2,14,2021,0,0,Unfurnished,9.61,0,0
20381,L20381,1,4,3,8,1994,0,0,Unfurnished,12.18,0,0
20382,L20382,2,4,7,27,2015,0,4,Furnished,3.79,0,0
20383,L20383,4,2,2,10,1993,0,0,Unfurnished,0.9500000000000001,0,0
20384,L20384,3,1,13,15,2013,0,2,Furnished,1.6800000000000002,0,0
20385,L20385,3,3,27,37,2003,0,2,Semi-Furnished,11.86,0,0
20386,L20386,5,1,15,22,2016,0,3,Unfurnished,2.79,0,0
20387,L20387,3,3,3,31,2001,0,0,Unfurnished,3.23,0,0
20388,L20388,4,4,1,2,2007,0,0,Semi-Furnished,6.98,0,0
20389,L20389,3,2,24,31,1998,0,1,Unfurnished,4.19,0,0
20390,L20390,5,4,3,14,1991,0,0,Semi-Furnished,14.15,0,0
20391,L20391,1,2,6,10,2021,0,0,Unfurnished,5.35,0,0
20392,L20392,2,1,0,30,2002,0,0,Furnished,1.6099999999999999,0,0
20393,L20393,3,1,8,36,2013,0,0,Semi-Furnished,4.02,0,0
20394,L20394,2,2,10,15,1991,0,0,Furnished,3.05,0,0
20395,L20395,2,1,11,14,2008,0,0,Unfurnished,5.84,0,0
20396,L20396,1,4,3,31,2007,0,1,Semi-Furnished,4.03,0,0
20397,L20397,5,1,13,29,1991,0,0,Unfurnished,14.3,0,0
20398,L20398,4,2,8,27,2015,0,2,Unfurnished,13.57,0,0
20399,L20399,4,3,2,21,2013,0,0,Furnished,10.56,0,0
20400,L20400,4,1,4,9,2016,0,0,Unfurnished,13.64,0,0
20401,L20401,5,1,0,20,2018,0,0,Furnished,9.7,0,0
20402,L20402,5,4,4,35,1997,0,0,Unfurnished,11.6,0,0
20403,L20403,5,2,14,15,2020,0,0,Semi-Furnished,12.35,0,0
20404,L20404,3,4,21,24,2023,0,0,Semi-Furnished,2.34,0,0
20405,L20405,2,3,12,16,2003,0,0,Unfurnished,9.81,0,0
20406,L20406,5,3,16,36,1993,0,4,Semi-Furnished,8.03,0,0
20407,L20407,5,1,2,11,2018,0,0,Semi-Furnished,12.98,0,0
20408,L20408,3,1,0,8,2022,0,3,Semi-Furnished,9.31,0,0
20409,L20409,2,3,0,3,2010,0,0,Semi-Furnished,9.92,0,0
20410,L20410,4,1,8,19,1990,0,0,Furnished,8.64,0,0
20411,L20411,1,3,1,3,2016,0,4,Furnished,4.14,0,0
20412,L20412,5,4,12,36,1991,0,0,Semi-Furnished,8.43,0,0
20413,L20413,5,4,20,25,1999,0,1,Semi-Furnished,14.72,0,0
20414,L20414,1,4,10,36,1999,0,1,Semi-Furnished,9.51,0,0
20415,L20415,5,4,6,11,2019,0,0,Semi-Furnished,12.99,0,0
20416,L20416,5,1,7,16,1990,0,0,Unfurnished,7.79,0,0
20417,L20417,5,1,0,17,2020,0,0,Furnished,6.53,0,0
20418,L20418,1,2,16,24,2018,0,0,Furnished,4.27,0,0
20419,L20419,3,3,5,17,2002,0,4,Unfurnished,14.68,0,0
20420,L20420,3,3,2,20,1998,0,1,Furnished,14.3,0,0
20421,L20421,1,1,15,22,2000,0,0,Semi-Furnished,13.04,0,0
20422,L20422,3,2,4,6,2013,0,4,Semi-Furnished,12.8,0,0
20423,L20423,4,4,3,7,2014,0,2,Unfurnished,7.3,0,0
20424,L20424,4,3,8,14,2002,0,3,Furnished,9.64,0,0
20425,L20425,1,4,10,11,2003,0,2,Furnished,0.9500000000000001,0,0
20426,L20426,2,1,6,12,1992,0,2,Unfurnished,0.58,0,0
20427,L20427,5,1,1,5,1995,0,0,Semi-Furnished,4.71,0,0
20428,L20428,2,2,3,5,2002,0,2,Furnished,9.2,0,0
20429,L20429,5,4,18,20,1990,0,0,Semi-Furnished,11.01,0,0
20430,L20430,3,3,7,15,2018,0,1,Semi-Furnished,6.09,0,0
20431,L20431,3,3,12,26,2003,0,0,Unfurnished,11.69,0,0
20432,L20432,4,1,14,33,2001,0,1,Unfurnished,12.65,0,0
20433,L20433,2,1,20,30,2015,0,0,Semi-Furnished,5.13,0,0
20434,L20434,1,4,9,24,2012,0,3,Semi-Furnished,14.58,0,0
20435,L20435,5,2,0,23,1992,0,0,Furnished,4.25,0,0
20436,L20436,3,4,8,9,2003,0,0,Semi-Furnished,9.08,0,0
20437,L20437,5,4,2,3,2023,0,0,Semi-Furnished,3.04,0,0
20438,L20438,1,3,4,36,2012,0,4,Semi-Furnished,10.07,0,0
20439,L20439,5,3,5,7,1999,0,0,Furnished,0.74,0,0
20440,L20440,4,2,14,22,1993,0,0,Semi-Furnished,9.55,0,0
20441,L20441,1,3,2,14,1999,0,0,Semi-Furnished,14.45,0,0
20442,L20442,1,2,18,29,2013,0,2,Unfurnished,5.4,0,0
20443,L20443,5,3,15,16,2023,0,4,Furnished,12.15,0,0
20444,L20444,5,2,6,34,2013,0,2,Semi-Furnished,3.38,0,0
20445,L20445,3,2,6,10,2014,0,0,Semi-Furnished,8.82,0,0
20446,L20446,5,1,1,7,2004,0,3,Furnished,2.68,0,0
20447,L20447,1,4,1,25,2001,0,0,Furnished,12.91,0,0
20448,L20448,5,4,26,27,1990,0,0,Unfurnished,1.55,0,0
20449,L20449,3,4,11,15,1998,0,1,Semi-Furnished,11.84,0,0
20450,L20450,2,3,4,32,2003,0,0,Unfurnished,11.03,0,0
20451,L20451,4,1,3,28,2020,0,0,Unfurnished,13.29,0,0
20452,L20452,1,2,6,9,2013,0,0,Semi-Furnished,7.29,0,0
20453,L20453,3,2,2,7,1999,0,4,Unfurnished,13.7,0,0
20454,L20454,4,2,4,16,2007,0,0,Unfurnished,7.53,0,0
20455,L20455,5,3,1,26,1992,0,1,Furnished,6.84,0,0
20456,L20456,5,4,8,35,2001,0,1,Furnished,1.8599999999999999,0,0
20457,L20457,2,1,7,17,2012,0,0,Semi-Furnished,13.33,0,0
20458,L20458,5,2,11,23,2011,0,3,Semi-Furnished,12.7,0,0
20459,L20459,4,3,6,8,2000,0,0,Semi-Furnished,2.01,0,0
20460,L20460,3,2,1,2,2012,0,0,Unfurnished,3.04,0,0
20461,L20461,2,2,27,31,2001,0,3,Unfurnished,5.07,0,0
20462,L20462,4,2,15,32,2018,0,1,Unfurnished,3.16,0,0
20463,L20463,3,2,0,29,2014,0,1,Furnished,8.2,0,0
20464,L20464,4,1,1,3,2013,0,0,Furnished,2.5300000000000002,0,0
20465,L20465,5,2,2,8,1993,0,2,Furnished,13.12,0,0
20466,L20466,4,2,0,2,2018,0,0,Semi-Furnished,12.89,0,0
20467,L20467,2,1,17,31,1992,0,4,Unfurnished,7.2,0,0
20468,L20468,4,1,18,37,2020,0,0,Unfurnished,8.33,0,0
20469,L20469,1,2,13,20,2014,0,0,Semi-Furnished,3.99,0,0
20470,L20470,5,1,16,29,2012,0,4,Unfurnished,10.49,0,0
20471,L20471,4,4,12,17,2011,0,3,Unfurnished,9.23,0,0
20472,L20472,3,1,6,10,2018,0,0,Semi-Furnished,13.78,0,0
20473,L20473,5,4,2,22,2002,0,0,Unfurnished,0.64,0,0
20474,L20474,3,1,1,6,1992,0,0,Furnished,7.44,0,0
20475,L20475,2,1,24,34,2011,0,3,Unfurnished,9.22,0,0
20476,L20476,1,2,8,31,1999,0,0,Unfurnished,8.76,0,0
20477,L20477,4,3,6,12,1998,0,0,Furnished,12.29,0,0
20478,L20478,5,3,4,12,2008,0,0,Furnished,8.11,0,0
20479,L20479,4,2,3,16,1997,0,1,Semi-Furnished,0.51,0,0
20480,L20480,4,3,14,25,2022,0,0,Furnished,14.87,0,0
20481,L20481,5,4,19,22,2009,0,4,Unfurnished,11.9,0,0
20482,L20482,1,4,0,27,2019,0,3,Furnished,1.37,0,0
20483,L20483,1,1,19,24,2020,0,2,Unfurnished,14.27,0,0
20484,L20484,2,3,6,12,2008,0,0,Unfurnished,9.64,0,0
20485,L20485,5,2,4,18,2003,0,1,Semi-Furnished,5.94,0,0
20486,L20486,5,4,8,16,1999,0,0,Semi-Furnished,3.2,0,0
20487,L20487,3,3,3,4,1992,0,2,Unfurnished,12.56,0,0
20488,L20488,3,2,10,12,2023,0,3,Furnished,1.6,0,0
20489,L20489,3,3,18,33,2017,0,0,Unfurnished,10.34,0,0
20490,L20490,1,1,5,22,2008,0,0,Unfurnished,8.47,0,0
20491,L20491,2,1,17,18,2015,0,0,Semi-Furnished,12.92,0,0
20492,L20492,2,1,24,33,1993,0,1,Semi-Furnished,5.79,0,0
20493,L20493,4,4,19,27,2001,0,2,Semi-Furnished,2.15,0,0
20494,L20494,2,3,5,19,2015,0,1,Semi-Furnished,2.52,0,0
20495,L20495,3,4,3,14,1996,0,0,Semi-Furnished,9.3,0,0
20496,L20496,5,4,16,25,1992,0,3,Unfurnished,6.45,0,0
20497,L20497,4,3,14,34,2015,0,0,Semi-Furnished,5.93,0,0
20498,L20498,1,3,17,24,1991,0,4,Unfurnished,12.29,0,0
20499,L20499,2,1,37,38,2001,0,0,Unfurnished,2.5300000000000002,0,0
20500,L20500,5,3,19,23,2021,0,2,Furnished,12.01,0,0
20501,L20501,3,4,2,5,2000,0,4,Unfurnished,9.94,0,0
20502,L20502,1,3,11,36,2021,0,0,Unfurnished,14.11,0,0
20503,L20503,1,4,8,24,2004,0,0,Unfurnished,9.44,0,0
20504,L20504,2,2,32,36,1995,0,3,Furnished,5.14,0,0
20505,L20505,5,1,4,5,2015,0,0,Unfurnished,2.73,0,0
20506,L20506,3,3,1,39,1997,0,4,Furnished,0.36,0,0
20507,L20507,3,4,1,6,1997,0,0,Semi-Furnished,13.84,0,0
20508,L20508,3,4,31,36,1997,0,0,Semi-Furnished,7.18,0,0
20509,L20509,3,2,1,4,2006,0,0,Semi-Furnished,0.18,0,0
20510,L20510,2,2,2,10,2008,0,0,Semi-Furnished,13.81,0,0
20511,L20511,2,2,0,1,1992,0,3,Semi-Furnished,14.88,0,0
20512,L20512,5,1,18,21,1998,0,2,Unfurnished,14.41,0,0
20513,L20513,4,4,9,39,2022,0,0,Semi-Furnished,1.34,0,0
20514,L20514,2,2,24,37,2021,0,0,Furnished,4.06,0,0
20515,L20515,3,4,1,3,2021,0,0,Furnished,2.22,0,0
20516,L20516,5,1,18,31,1995,0,0,Unfurnished,1.8599999999999999,0,0
20517,L20517,3,2,25,27,2018,0,0,Semi-Furnished,10.62,0,0
20518,L20518,2,3,10,17,2006,0,4,Semi-Furnished,4.6,0,0
20519,L20519,5,4,20,23,2008,0,0,Semi-Furnished,3.0,0,0
20520,L20520,3,1,5,13,2020,0,0,Unfurnished,11.56,0,0
20521,L20521,4,1,18,27,2008,0,0,Semi-Furnished,12.24,0,0
20522,L20522,1,3,13,20,2012,0,0,Unfurnished,12.99,0,0
20523,L20523,1,4,9,13,2003,0,0,Unfurnished,11.78,0,0
20524,L20524,3,2,7,24,1990,0,2,Unfurnished,9.37,0,0
20525,L20525,1,1,1,3,2022,0,1,Furnished,0.49,0,0
20526,L20526,4,1,5,10,1990,0,0,Furnished,4.67,0,0
20527,L20527,4,4,0,1,2009,0,0,Semi-Furnished,11.51,0,0
20528,L20528,3,1,1,13,2011,0,0,Semi-Furnished,3.77,0,0
20529,L20529,4,1,8,14,1992,0,0,Unfurnished,13.92,0,0
20530,L20530,1,1,21,33,2001,0,0,Unfurnished,13.56,0,0
20531,L20531,3,3,0,2,2002,0,0,Furnished,9.88,0,0
20532,L20532,1,1,1,2,2001,0,1,Semi-Furnished,13.18,0,0
20533,L20533,4,1,35,39,1991,0,4,Semi-Furnished,8.04,0,0
20534,L20534,4,3,27,31,2009,0,0,Semi-Furnished,1.47,0,0
20535,L20535,5,2,2,4,1990,0,3,Furnished,13.39,0,0
20536,L20536,2,1,1,34,2013,0,2,Unfurnished,1.92,0,0
20537,L20537,2,3,3,19,2015,0,0,Unfurnished,12.25,0,0
20538,L20538,3,3,17,37,2000,0,1,Semi-Furnished,13.8,0,0
20539,L20539,1,2,8,9,2004,0,0,Unfurnished,7.17,0,0
20540,L20540,2,4,7,24,1995,0,2,Semi-Furnished,4.97,0,0
20541,L20541,3,1,4,13,1998,0,0,Furnished,10.88,0,0
20542,L20542,4,1,7,30,1995,0,0,Semi-Furnished,3.95,0,0
20543,L20543,2,2,4,19,2006,0,0,Semi-Furnished,1.01,0,0
20544,L20544,1,3,6,10,2012,0,0,Unfurnished,0.26,0,0
20545,L20545,5,4,4,14,2020,0,2,Furnished,2.19,0,0
20546,L20546,5,3,4,20,2005,0,1,Semi-Furnished,9.53,0,0
20547,L20547,2,3,0,4,2011,0,2,Semi-Furnished,8.64,0,0
20548,L20548,5,2,13,38,2005,0,0,Unfurnished,8.87,0,0
20549,L20549,3,2,36,39,2001,0,4,Unfurnished,3.09,0,0
20550,L20550,1,4,2,5,1998,0,4,Semi-Furnished,8.71,0,0
20551,L20551,4,3,3,32,1995,0,0,Unfurnished,8.59,0,0
20552,L20552,1,1,5,6,1993,0,0,Furnished,14.55,0,0
20553,L20553,4,1,7,14,2006,0,0,Furnished,5.64,0,0
20554,L20554,5,3,2,6,1999,0,0,Semi-Furnished,9.7,0,0
20555,L20555,3,1,1,14,2010,0,2,Furnished,12.36,0,0
20556,L20556,4,3,8,12,2008,0,0,Unfurnished,6.23,0,0
20557,L20557,5,3,15,27,2016,0,0,Unfurnished,4.01,0,0
20558,L20558,4,4,6,26,2000,0,1,Unfurnished,12.45,0,0
20559,L20559,2,1,4,12,1995,0,0,Furnished,5.58,0,0
20560,L20560,1,4,2,8,2017,0,0,Unfurnished,13.39,0,0
20561,L20561,3,1,6,10,1992,0,4,Semi-Furnished,14.03,0,0
20562,L20562,5,2,1,16,2013,0,0,Unfurnished,3.68,0,0
20563,L20563,3,4,19,26,2002,0,0,Furnished,11.58,0,0
20564,L20564,1,1,6,8,2004,0,0,Unfurnished,3.98,0,0
20565,L20565,4,1,1,29,1998,0,0,Furnished,5.54,0,0
20566,L20566,4,1,7,20,2007,0,0,Unfurnished,13.29,0,0
20567,L20567,3,1,9,17,1992,0,1,Unfurnished,4.5600000000000005,0,0
20568,L20568,4,3,9,19,2017,0,0,Unfurnished,2.59,0,0
20569,L20569,4,4,10,17,2005,0,0,Furnished,3.34,0,0
20570,L20570,4,1,28,39,2012,0,0,Furnished,8.26,0,0
20571,L20571,2,3,0,1,2021,0,2,Furnished,8.57,0,0
20572,L20572,5,4,20,29,1999,0,0,Unfurnished,14.38,0,0
20573,L20573,5,3,7,14,2002,0,1,Furnished,2.07,0,0
20574,L20574,1,2,15,17,2004,0,0,Semi-Furnished,14.57,0,0
20575,L20575,4,4,12,13,2017,0,1,Unfurnished,14.18,0,0
20576,L20576,3,3,28,29,2002,0,0,Semi-Furnished,8.35,0,0
20577,L20577,4,4,27,34,1991,0,3,Unfurnished,5.89,0,0
20578,L20578,1,1,16,27,1990,0,0,Semi-Furnished,3.56,0,0
20579,L20579,4,2,14,33,2021,0,0,Semi-Furnished,12.24,0,0
20580,L20580,2,2,28,29,2019,0,3,Semi-Furnished,13.08,0,0
20581,L20581,1,2,6,37,2011,0,2,Unfurnished,14.29,0,0
20582,L20582,5,3,29,39,1993,0,4,Furnished,13.65,0,0
20583,L20583,5,3,3,19,2013,0,2,Furnished,13.11,0,0
20584,L20584,2,3,16,24,2003,0,0,Unfurnished,12.49,0,0
20585,L20585,5,2,9,14,2006,0,2,Semi-Furnished,10.68,0,0
20586,L20586,2,4,10,37,2003,0,4,Semi-Furnished,3.77,0,0
20587,L20587,5,4,2,5,2016,0,0,Unfurnished,3.3,0,0
20588,L20588,5,3,5,24,2010,0,0,Furnished,1.9300000000000002,0,0
20589,L20589,4,4,28,34,2015,0,2,Unfurnished,2.54,0,0
20590,L20590,1,3,27,31,2020,0,0,Semi-Furnished,7.11,0,0
20591,L20591,5,4,14,30,2022,0,0,Semi-Furnished,5.43,0,0
20592,L20592,1,4,5,9,2000,0,0,Furnished,10.54,0,0
20593,L20593,1,2,15,27,2005,0,0,Unfurnished,2.8200000000000003,0,0
20594,L20594,5,4,11,28,1995,0,0,Semi-Furnished,8.12,0,0
20595,L20595,1,2,18,26,2023,0,1,Unfurnished,11.0,0,0
20596,L20596,2,1,15,18,2021,0,4,Furnished,4.49,0,0
20597,L20597,3,4,8,36,2010,0,0,Furnished,7.99,0,0
20598,L20598,2,4,5,8,2018,0,1,Furnished,1.1,0,0
20599,L20599,5,2,0,18,2000,0,0,Furnished,14.44,0,0
20600,L20600,2,2,7,20,1994,0,1,Semi-Furnished,3.3,0,0
20601,L20601,3,2,6,32,2016,0,0,Unfurnished,12.74,0,0
20602,L20602,2,1,13,29,2017,0,0,Semi-Furnished,8.57,0,0
20603,L20603,1,1,7,18,2020,0,0,Semi-Furnished,1.6600000000000001,0,0
20604,L20604,5,1,2,7,2000,0,3,Unfurnished,7.08,0,0
20605,L20605,1,2,0,1,2002,0,0,Unfurnished,7.02,0,0
20606,L20606,1,1,27,28,1995,0,0,Furnished,6.98,0,0
20607,L20607,5,4,23,33,2016,0,1,Furnished,8.8,0,0
20608,L20608,5,4,2,4,2019,0,3,Unfurnished,12.03,0,0
20609,L20609,4,2,8,20,2008,0,0,Furnished,8.27,0,0
20610,L20610,3,3,18,36,2003,0,2,Furnished,10.49,0,0
20611,L20611,1,4,10,31,1998,0,0,Semi-Furnished,2.86,0,0
20612,L20612,1,1,4,38,2017,0,4,Unfurnished,8.09,0,0
20613,L20613,5,3,26,28,2017,0,0,Unfurnished,1.56,0,0
20614,L20614,5,4,0,3,2014,0,2,Unfurnished,12.92,0,0
20615,L20615,2,4,5,6,2015,0,4,Semi-Furnished,11.06,0,0
20616,L20616,1,4,8,23,1993,0,3,Furnished,5.79,0,0
20617,L20617,1,2,2,7,1992,0,3,Furnished,2.73,0,0
20618,L20618,5,3,23,36,2023,0,0,Furnished,10.41,0,0
20619,L20619,1,1,0,1,2010,0,2,Furnished,8.04,0,0
20620,L20620,3,4,5,6,2006,0,4,Unfurnished,9.33,0,0
